England and Wales,Religion,Sex,Age Code,Age,Ethnic group,Observation
England and Wales,Sikh,Female,64,Aged 64 years,Mixed or Multiple ethnic groups,2
England and Wales,Sikh,Female,64,Aged 64 years,White,9
England and Wales,Sikh,Female,64,Aged 64 years,Other ethnic group,515
England and Wales,Sikh,Female,65,Aged 65 years,Does not apply,0
England and Wales,Sikh,Female,65,Aged 65 years,"Asian, Asian British or Asian Welsh",2000
England and Wales,Sikh,Female,65,Aged 65 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,65,Aged 65 years,Mixed or Multiple ethnic groups,1
England and Wales,Sikh,Female,65,Aged 65 years,White,14
England and Wales,Sikh,Female,65,Aged 65 years,Other ethnic group,499
England and Wales,Sikh,Female,66,Aged 66 years,Does not apply,0
England and Wales,Sikh,Female,66,Aged 66 years,"Asian, Asian British or Asian Welsh",2131
England and Wales,Sikh,Female,66,Aged 66 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,66,Aged 66 years,Mixed or Multiple ethnic groups,0
England and Wales,Sikh,Female,66,Aged 66 years,White,5
England and Wales,Sikh,Female,66,Aged 66 years,Other ethnic group,594
England and Wales,Sikh,Female,67,Aged 67 years,Does not apply,0
England and Wales,Sikh,Female,67,Aged 67 years,"Asian, Asian British or Asian Welsh",1819
England and Wales,Sikh,Female,67,Aged 67 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,67,Aged 67 years,Mixed or Multiple ethnic groups,5
England and Wales,Sikh,Female,67,Aged 67 years,White,14
England and Wales,Sikh,Female,67,Aged 67 years,Other ethnic group,498
England and Wales,Sikh,Female,68,Aged 68 years,Does not apply,0
England and Wales,Sikh,Female,68,Aged 68 years,"Asian, Asian British or Asian Welsh",1831
England and Wales,Sikh,Female,68,Aged 68 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,68,Aged 68 years,Mixed or Multiple ethnic groups,1
England and Wales,Sikh,Female,68,Aged 68 years,White,17
England and Wales,Sikh,Female,68,Aged 68 years,Other ethnic group,541
England and Wales,Sikh,Female,69,Aged 69 years,Does not apply,0
England and Wales,Sikh,Female,69,Aged 69 years,"Asian, Asian British or Asian Welsh",1705
England and Wales,Sikh,Female,69,Aged 69 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,69,Aged 69 years,Mixed or Multiple ethnic groups,4
England and Wales,Sikh,Female,69,Aged 69 years,White,13
England and Wales,Sikh,Female,69,Aged 69 years,Other ethnic group,452
England and Wales,Sikh,Female,70,Aged 70 years,Does not apply,0
England and Wales,Sikh,Female,70,Aged 70 years,"Asian, Asian British or Asian Welsh",1637
England and Wales,Sikh,Female,70,Aged 70 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,70,Aged 70 years,Mixed or Multiple ethnic groups,3
England and Wales,Sikh,Female,70,Aged 70 years,White,21
England and Wales,Sikh,Female,70,Aged 70 years,Other ethnic group,440
England and Wales,Sikh,Female,71,Aged 71 years,Does not apply,0
England and Wales,Sikh,Female,71,Aged 71 years,"Asian, Asian British or Asian Welsh",1533
England and Wales,Sikh,Female,71,Aged 71 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,71,Aged 71 years,Mixed or Multiple ethnic groups,1
England and Wales,Sikh,Female,71,Aged 71 years,White,14
England and Wales,Sikh,Female,71,Aged 71 years,Other ethnic group,395
England and Wales,Sikh,Female,72,Aged 72 years,Does not apply,0
England and Wales,Sikh,Female,72,Aged 72 years,"Asian, Asian British or Asian Welsh",1425
England and Wales,Sikh,Female,72,Aged 72 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,72,Aged 72 years,Mixed or Multiple ethnic groups,2
England and Wales,Sikh,Female,72,Aged 72 years,White,19
England and Wales,Sikh,Female,72,Aged 72 years,Other ethnic group,331
England and Wales,Sikh,Female,73,Aged 73 years,Does not apply,0
England and Wales,Sikh,Female,73,Aged 73 years,"Asian, Asian British or Asian Welsh",1303
England and Wales,Sikh,Female,73,Aged 73 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,73,Aged 73 years,Mixed or Multiple ethnic groups,3
England and Wales,Sikh,Female,73,Aged 73 years,White,14
England and Wales,Sikh,Female,73,Aged 73 years,Other ethnic group,288
England and Wales,Sikh,Female,74,Aged 74 years,Does not apply,0
England and Wales,Sikh,Female,74,Aged 74 years,"Asian, Asian British or Asian Welsh",1061
England and Wales,Sikh,Female,74,Aged 74 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,74,Aged 74 years,Mixed or Multiple ethnic groups,1
England and Wales,Sikh,Female,74,Aged 74 years,White,16
England and Wales,Sikh,Female,74,Aged 74 years,Other ethnic group,245
England and Wales,Sikh,Female,75,Aged 75 years,Does not apply,0
England and Wales,Sikh,Female,75,Aged 75 years,"Asian, Asian British or Asian Welsh",1003
England and Wales,Sikh,Female,75,Aged 75 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,75,Aged 75 years,Mixed or Multiple ethnic groups,0
England and Wales,Sikh,Female,75,Aged 75 years,White,7
England and Wales,Sikh,Female,75,Aged 75 years,Other ethnic group,226
England and Wales,Sikh,Female,76,Aged 76 years,Does not apply,0
England and Wales,Sikh,Female,76,Aged 76 years,"Asian, Asian British or Asian Welsh",853
England and Wales,Sikh,Female,76,Aged 76 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,76,Aged 76 years,Mixed or Multiple ethnic groups,0
England and Wales,Sikh,Female,76,Aged 76 years,White,11
England and Wales,Sikh,Female,76,Aged 76 years,Other ethnic group,201
England and Wales,Sikh,Female,77,Aged 77 years,Does not apply,0
England and Wales,Sikh,Female,77,Aged 77 years,"Asian, Asian British or Asian Welsh",916
England and Wales,Sikh,Female,77,Aged 77 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,77,Aged 77 years,Mixed or Multiple ethnic groups,3
England and Wales,Sikh,Female,77,Aged 77 years,White,5
England and Wales,Sikh,Female,77,Aged 77 years,Other ethnic group,192
England and Wales,Sikh,Female,78,Aged 78 years,Does not apply,0
England and Wales,Sikh,Female,78,Aged 78 years,"Asian, Asian British or Asian Welsh",927
England and Wales,Sikh,Female,78,Aged 78 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,78,Aged 78 years,Mixed or Multiple ethnic groups,1
England and Wales,Sikh,Female,78,Aged 78 years,White,9
England and Wales,Sikh,Female,78,Aged 78 years,Other ethnic group,234
England and Wales,Sikh,Female,79,Aged 79 years,Does not apply,0
England and Wales,Sikh,Female,79,Aged 79 years,"Asian, Asian British or Asian Welsh",889
England and Wales,Sikh,Female,79,Aged 79 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,79,Aged 79 years,Mixed or Multiple ethnic groups,4
England and Wales,Sikh,Female,79,Aged 79 years,White,9
England and Wales,Sikh,Female,79,Aged 79 years,Other ethnic group,189
England and Wales,Sikh,Female,80,Aged 80 years,Does not apply,0
England and Wales,Sikh,Female,80,Aged 80 years,"Asian, Asian British or Asian Welsh",815
England and Wales,Sikh,Female,80,Aged 80 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,80,Aged 80 years,Mixed or Multiple ethnic groups,0
England and Wales,Sikh,Female,80,Aged 80 years,White,3
England and Wales,Sikh,Female,80,Aged 80 years,Other ethnic group,174
England and Wales,Sikh,Female,81,Aged 81 years,Does not apply,0
England and Wales,Sikh,Female,81,Aged 81 years,"Asian, Asian British or Asian Welsh",837
England and Wales,Sikh,Female,81,Aged 81 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,81,Aged 81 years,Mixed or Multiple ethnic groups,0
England and Wales,Sikh,Female,81,Aged 81 years,White,8
England and Wales,Sikh,Female,81,Aged 81 years,Other ethnic group,149
England and Wales,Sikh,Female,82,Aged 82 years,Does not apply,0
England and Wales,Sikh,Female,82,Aged 82 years,"Asian, Asian British or Asian Welsh",705
England and Wales,Sikh,Female,82,Aged 82 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,82,Aged 82 years,Mixed or Multiple ethnic groups,0
England and Wales,Sikh,Female,82,Aged 82 years,White,7
England and Wales,Sikh,Female,82,Aged 82 years,Other ethnic group,128
England and Wales,Sikh,Female,83,Aged 83 years,Does not apply,0
England and Wales,Sikh,Female,83,Aged 83 years,"Asian, Asian British or Asian Welsh",610
England and Wales,Sikh,Female,83,Aged 83 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,83,Aged 83 years,Mixed or Multiple ethnic groups,0
England and Wales,Sikh,Female,83,Aged 83 years,White,8
England and Wales,Sikh,Female,83,Aged 83 years,Other ethnic group,124
England and Wales,Sikh,Female,84,Aged 84 years,Does not apply,0
England and Wales,Sikh,Female,84,Aged 84 years,"Asian, Asian British or Asian Welsh",508
England and Wales,Sikh,Female,84,Aged 84 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,84,Aged 84 years,Mixed or Multiple ethnic groups,3
England and Wales,Sikh,Female,84,Aged 84 years,White,8
England and Wales,Sikh,Female,84,Aged 84 years,Other ethnic group,117
England and Wales,Sikh,Female,85,Aged 85 years,Does not apply,0
England and Wales,Sikh,Female,85,Aged 85 years,"Asian, Asian British or Asian Welsh",448
England and Wales,Sikh,Female,85,Aged 85 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,85,Aged 85 years,Mixed or Multiple ethnic groups,0
England and Wales,Sikh,Female,85,Aged 85 years,White,4
England and Wales,Sikh,Female,85,Aged 85 years,Other ethnic group,92
England and Wales,Sikh,Female,86,Aged 86 years,Does not apply,0
England and Wales,Sikh,Female,86,Aged 86 years,"Asian, Asian British or Asian Welsh",432
England and Wales,Sikh,Female,86,Aged 86 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,86,Aged 86 years,Mixed or Multiple ethnic groups,1
England and Wales,Sikh,Female,86,Aged 86 years,White,6
England and Wales,Sikh,Female,86,Aged 86 years,Other ethnic group,104
England and Wales,Sikh,Female,87,Aged 87 years,Does not apply,0
England and Wales,Sikh,Female,87,Aged 87 years,"Asian, Asian British or Asian Welsh",348
England and Wales,Sikh,Female,87,Aged 87 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,87,Aged 87 years,Mixed or Multiple ethnic groups,0
England and Wales,Sikh,Female,87,Aged 87 years,White,6
England and Wales,Sikh,Female,87,Aged 87 years,Other ethnic group,94
England and Wales,Sikh,Female,88,Aged 88 years,Does not apply,0
England and Wales,Sikh,Female,88,Aged 88 years,"Asian, Asian British or Asian Welsh",297
England and Wales,Sikh,Female,88,Aged 88 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,88,Aged 88 years,Mixed or Multiple ethnic groups,0
England and Wales,Sikh,Female,88,Aged 88 years,White,4
England and Wales,Sikh,Female,88,Aged 88 years,Other ethnic group,76
England and Wales,Sikh,Female,89,Aged 89 years,Does not apply,0
England and Wales,Sikh,Female,89,Aged 89 years,"Asian, Asian British or Asian Welsh",239
England and Wales,Sikh,Female,89,Aged 89 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,89,Aged 89 years,Mixed or Multiple ethnic groups,1
England and Wales,Sikh,Female,89,Aged 89 years,White,3
England and Wales,Sikh,Female,89,Aged 89 years,Other ethnic group,58
England and Wales,Sikh,Female,90,Aged 90 years and over,Does not apply,0
England and Wales,Sikh,Female,90,Aged 90 years and over,"Asian, Asian British or Asian Welsh",921
England and Wales,Sikh,Female,90,Aged 90 years and over,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,90,Aged 90 years and over,Mixed or Multiple ethnic groups,1
England and Wales,Sikh,Female,90,Aged 90 years and over,White,20
England and Wales,Sikh,Female,90,Aged 90 years and over,Other ethnic group,239
England and Wales,Sikh,Male,0,Aged under 1 year,Does not apply,0
England and Wales,Sikh,Male,0,Aged under 1 year,"Asian, Asian British or Asian Welsh",2351
England and Wales,Sikh,Male,0,Aged under 1 year,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Male,0,Aged under 1 year,Mixed or Multiple ethnic groups,172
England and Wales,Sikh,Male,0,Aged under 1 year,White,50
England and Wales,Sikh,Male,0,Aged under 1 year,Other ethnic group,529
England and Wales,Sikh,Male,1,Aged 1 year,Does not apply,0
England and Wales,Sikh,Male,1,Aged 1 year,"Asian, Asian British or Asian Welsh",2378
England and Wales,Sikh,Male,1,Aged 1 year,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Male,1,Aged 1 year,Mixed or Multiple ethnic groups,163
England and Wales,Sikh,Male,1,Aged 1 year,White,28
England and Wales,Sikh,Male,1,Aged 1 year,Other ethnic group,560
England and Wales,Sikh,Male,2,Aged 2 years,Does not apply,0
England and Wales,Sikh,Male,2,Aged 2 years,"Asian, Asian British or Asian Welsh",2499
England and Wales,Sikh,Male,2,Aged 2 years,"Black, Black British, Black Welsh, Caribbean or African",13
England and Wales,Sikh,Male,2,Aged 2 years,Mixed or Multiple ethnic groups,162
England and Wales,Sikh,Male,2,Aged 2 years,White,27
England and Wales,Sikh,Male,2,Aged 2 years,Other ethnic group,551
England and Wales,Sikh,Male,3,Aged 3 years,Does not apply,0
England and Wales,Sikh,Male,3,Aged 3 years,"Asian, Asian British or Asian Welsh",2559
England and Wales,Sikh,Male,3,Aged 3 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Male,3,Aged 3 years,Mixed or Multiple ethnic groups,201
England and Wales,Sikh,Male,3,Aged 3 years,White,22
England and Wales,Sikh,Male,3,Aged 3 years,Other ethnic group,581
England and Wales,Sikh,Male,4,Aged 4 years,Does not apply,0
England and Wales,Sikh,Male,4,Aged 4 years,"Asian, Asian British or Asian Welsh",2636
England and Wales,Sikh,Male,4,Aged 4 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Male,4,Aged 4 years,Mixed or Multiple ethnic groups,190
England and Wales,Sikh,Male,4,Aged 4 years,White,19
England and Wales,Sikh,Male,4,Aged 4 years,Other ethnic group,637
England and Wales,Sikh,Male,5,Aged 5 years,Does not apply,0
England and Wales,Sikh,Male,5,Aged 5 years,"Asian, Asian British or Asian Welsh",2815
England and Wales,Sikh,Male,5,Aged 5 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Male,5,Aged 5 years,Mixed or Multiple ethnic groups,177
England and Wales,Sikh,Male,5,Aged 5 years,White,20
England and Wales,Sikh,Male,5,Aged 5 years,Other ethnic group,612
England and Wales,Sikh,Male,6,Aged 6 years,Does not apply,0
England and Wales,Sikh,Male,6,Aged 6 years,"Asian, Asian British or Asian Welsh",2703
England and Wales,Sikh,Male,6,Aged 6 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Male,6,Aged 6 years,Mixed or Multiple ethnic groups,182
England and Wales,Sikh,Male,6,Aged 6 years,White,21
England and Wales,Sikh,Male,6,Aged 6 years,Other ethnic group,623
England and Wales,Sikh,Male,7,Aged 7 years,Does not apply,0
England and Wales,Sikh,Male,7,Aged 7 years,"Asian, Asian British or Asian Welsh",2813
England and Wales,Sikh,Male,7,Aged 7 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Male,7,Aged 7 years,Mixed or Multiple ethnic groups,160
England and Wales,Sikh,Male,7,Aged 7 years,White,21
England and Wales,Sikh,Male,7,Aged 7 years,Other ethnic group,650
England and Wales,Sikh,Male,8,Aged 8 years,Does not apply,0
England and Wales,Sikh,Male,8,Aged 8 years,"Asian, Asian British or Asian Welsh",2882
